Air Temperature,CO2 Flux
293.143,2.19216
293.205,2.54133
293.372,2.34636
293.377,2.29419
293.285,2.58813
293.264,2.02876
293.407,1.83503
293.345,1.47778
293.278,2.14273
293.329,1.72606
293.526,1.68074
293.481,3.3728
293.528,2.80524
293.453,3.38454
293.668,3.43039
293.623,2.31138
293.914,0.771467
294.15,-0.78858
294.202,-2.46984
294.421,-4.26896
294.77,-7.12218
294.755,-7.34579
295.171,-10.0429
295.913,-10.8044
296.199,-12.0893
295.845,-9.99595
295.985,-9.96228
295.772,-9.38997
296.055,-9.82039
296.326,-9.72315
296.276,-9.02148
296.457,-10.0292
296.488,-9.8357
296.289,-8.58965
296.115,-7.11165
296.105,-5.32495
295.644,-4.38322
295.599,-3.89387
295.457,-1.97708
295.257,0.817852
295.127,0.960076
294.771,1.71786
294.465,2.45809
294.195,2.99015
294.081,2.70968
294.133,2.65786
294.129,2.6732
294.025,2.50693
294.043,2.64009
294.14,2.53635
294.113,2.4983
294.061,2.56385
294.468,2.55535
294.475,2.31884
294.542,2.63368
294.582,1.15832
292.9,1.13206
291.986,1.98562
291.337,1.58548
291.435,1.67022
291.169,1.31704
289.56,3.77667
288.498,-0.956467
288.279,1.82912
290.714,3.37361
293.868,-0.228491
295.487,-1.97152
295.88,-2.13957
296.373,-3.66103
297.123,-3.74501
298.183,-5.80722
298.79,-8.18056
299.499,-7.12355
300.488,-5.57585
300.484,-3.41848
299.847,-6.836
300.434,-6.6851
302.012,-5.35008
303.661,-3.61322
303.792,-3.23832
304.175,-2.4971
304.523,-2.81044
304.594,-2.79892
302.789,-2.67577
302.895,-2.56905
302.139,-2.45555
301.549,-1.06644
300.243,-1.67693
298.687,0.963036
297.75,2.43625
296.977,3.24589
296.469,2.66198
296.149,3.24128
296.04,2.99649
295.94,2.197
295.905,2.49626
295.934,2.96862
295.996,2.49206
295.873,2.5515
295.728,2.31055
295.481,2.37658
295.289,3.29175
295.104,2.38869
294.59,2.46037
293.918,1.61349
292.958,1.10783
292.63,5.67639
289.935,1.48916
289.216,-1.10752
288.527,2.51459
288.083,2.96339
288.768,5.46266
292.857,-5.15915
295.565,-0.365106
296.973,-2.16234
297.897,-4.55992
298.944,-4.55758
299.794,-4.40016
301.002,-4.6774
301.975,-2.66947
303.156,-2.13357
303.721,-2.25108
304.202,-1.0051
303.616,-3.08219
304.255,-3.97506
304.918,-2.44524
305.475,-2.85802
305.674,-2.91759
305.216,-3.60179
305.274,-2.96149
305.632,-2.43704
305.759,-1.55197
305.751,-1.47404
305.362,-0.724691
304.574,-4.39E-02
304.171,-0.631825
303.331,0.592528
302.135,1.8883
300.786,3.48384
299.634,3.37208
298.964,3.31676
298.51,2.42629
297.554,2.15445
297.01,3.4709
296.534,2.73073
296.162,1.4095
295.618,4.50707
294.79,-0.422187
293.622,-2.88609
292.683,-0.420382
292.835,3.39344
292.321,11.6585
291.602,-0.417078
291.527,3.41627
291.996,-0.786323
292.192,3.33022
292.467,-2.68591
294.214,3.08022
294.666,1.83126
295.825,-0.393141
297.131,-0.373103
297.911,-2.00519
299.441,-2.94048
302.242,-3.4427
304.253,-2.09824
305.854,-0.867297
307.129,-1.40691
308.799,-1.53537
309.35,-1.36901
308.768,-0.372019
308.344,-0.184936
308.952,0.543015
309.281,0.330095
308.95,1.31224
308.411,1.30653
308.071,1.09516
308.098,0.153511
296.609,3.04877
296.794,3.32173
296.734,3.26809
296.618,2.79265
296.479,3.14536
296.392,2.9598
295.931,2.68718
295.545,2.83595
295.355,2.33854
295.269,2.16157
295.118,1.83333
294.781,1.5755
294.686,1.27843
294.952,1.48297
294.814,1.73362
294.806,2.59026
295.024,2.45635
294.883,4.09449
294.876,3.72321
294.902,3.10799
295.007,2.15463
294.981,1.44176
295.338,-0.661789
295.663,-1.86932
296.589,-3.44737
297.207,-5.10778
296.436,-11.3867
296.735,-13.0016
297.234,-12.2187
297.629,-12.9834
297.817,-11.4384
298.245,-10.6683
298.043,-9.51773
298.286,-8.87633
298.163,-8.11496
298.08,-6.99337
297.994,-6.77945
297.746,-7.24251
297.358,-4.28581
296.974,-2.64067
296.41,-1.97101
295.878,3.86E-02
294.937,2.01441
294.503,1.96864
294.616,2.3731
294.993,2.24489
295.081,2.37426
295.019,2.69642
294.959,2.26826
294.974,2.25748
294.719,1.98793
295.029,2.07368
294.991,2.23139
294.687,2.55019
295.173,2.15814
295.017,2.0789
294.835,2.20352
294.765,2.9905
294.714,2.19614
294.681,2.4819
294.704,2.59188
294.68,3.3761
294.623,3.66998
294.538,3.5495
294.869,2.41133
294.91,2.1953
294.93,0.962595
295.221,-2.93528
295.61,-4.90929
295.799,-6.98638
296.236,-8.90926
296.396,-7.78053
296.926,-8.81703
297.411,-8.94639
297.305,-8.28467
297.232,-10.2694
297.214,-9.53104
297.855,-11.4916
298.273,-8.62279
298.425,-9.82925
298.075,-7.24918
298.425,-7.87622
298.343,-7.29363
297.585,-6.00908
297.634,-6.65082
297.38,-5.65028
296.965,-4.16343
296.614,-1.73361
296.033,-0.166101
295.857,1.20978
295.393,2.05105
295.5,2.51588
295.497,3.02344
295.31,2.80174
295.289,2.65662
295.198,2.50241
295.113,2.33788
294.989,2.8059
295.238,2.70225
295.478,2.3761
295.64,2.51846
295.652,2.20157
294.65,2.00279
293.918,2.05929
293.5,2.29734
292.915,1.97897
292.846,1.38218
293.604,0.983269
292.911,1.38536
293.188,3.01287
293.355,3.95913
293.45,3.35672
293.834,1.87956
294.644,-0.138114
295.567,-2.10427
296.243,-3.64208
297.174,-4.48752
298.545,-6.57171
299.363,-6.08023
300.881,-5.95092
302.257,-6.01572
302.808,-4.71716
303.655,-4.28442
304.259,-3.44765
304.96,-3.55074
305.24,-2.59385
305.668,-2.39711
305.657,-1.80851
305.74,-2.5818
305.681,-1.66954
305.955,-2.13195
306.071,-2.33498
305.412,-1.55651
304.664,-1.53382
303.548,0.287067
302.406,0.623741
301.769,1.78498
300.818,2.81235
300.099,3.46862
299.433,3.55229
298.884,2.68474
298.397,3.28998
298.006,2.93348
297.681,3.51304
297.375,2.88677
297.09,3.04745
297.01,2.39494
296.868,2.45464
296.721,2.79995
296.681,2.02326
296.414,2.35415
296.049,2.34404
295.743,1.05569
294.3,-2.59267
292.655,3.50095
292.47,4.49621
291.829,10.4884
291.76,3.21244
291.127,1.57862
291.098,0.979146
294.212,1.00422
295.966,-1.62537
297.272,-2.67455
298.278,-3.50015
299.479,-4.74357
300.52,-3.55166
301.497,-3.29099
303.055,-2.60429
304.569,-1.14673
305.279,-1.18826
305.415,-1.29E-02
306.322,0.155761
307.041,0.806713
306.766,-6.23E-02
306.705,-2.11917
307.145,-1.8568
307.038,-1.83577
307.736,0.147726
307.172,0.292686
306.182,-0.985465
305.945,-0.841259
305.006,-0.867496
304.515,0.748828
304.396,-0.179255
303.705,1.19244
302.267,2.46173
300.821,3.2651
299.963,2.67803
299.488,3.59835
299.042,3.22913
298.428,2.18769
298.101,3.88425
297.814,2.39488
297.345,2.59405
296.495,-0.386243
295.297,-1.46834
295.337,0.89506
295.253,2.15377
295.271,1.94258
292.911,6.82772
292.379,5.5737
291.273,-2.52567
290.713,7.04351
289.425,0.327637
290.367,7.97284
290.469,1.82296
293.34,4.76256
296.18,1.46788
297.272,-2.52562
298.221,-3.688
299.499,-4.67873
300.69,-4.02929
300.915,-8.17289
301.121,-8.2648
302.097,-7.41377
302.688,-5.97448
303.664,-6.24087
305.478,-1.68138
306.232,-1.2208
306.746,-1.02022
306.953,-0.957082
306.906,-0.746589
306.31,-2.01367
306.321,-1.98179
305.889,-1.21229
305.778,-1.02202
305.744,-0.871552
305.299,-0.222884
306.404,-2.54E-03
305.577,-0.374009
304.194,1.15957
303.059,2.78395
302.256,2.63223
301.434,2.44651
300.638,2.96511
300.164,3.71882
299.296,2.96106
298.757,2.09004
297.986,2.09224
297.13,1.53232
296.432,1.9311
295.28,0.126661
293.068,-1.54674
291.587,3.02417
291.038,1.47125
290.551,-1.42417
290.068,2.03419
289.942,1.89789
289.964,1.48876
293.763,-0.950388
294.043,4.03325
294.222,3.45868
294.226,3.05563
293.697,3.154
294.887,0.824473
296.604,-0.379608
297.989,-0.85517
299.597,-2.32485
300.988,-1.49949
302.17,-3.15666
303.506,-2.19511
304.634,-1.24712
305.53,-0.717914
306.603,6.30E-02
307.04,-0.466139
307.749,-1.37E-02
307.738,0.247825
307.851,-1.83813
307.354,-1.99866
306.231,-2.95425
305.719,-2.30358
305.601,-2.08646
306.269,-1.81633
306.905,-1.03941
307.827,-0.459442
306.743,-0.155464
305.445,-1.59E-02
304.846,-0.223643
303.754,0.994082
302.489,2.17207
301.485,3.03227
300.756,2.19883
300.081,0.484362
298.868,-2.64084
297.644,1.50232
296.905,-2.66698
296.353,0.739643
296.954,5.49198
296.18,3.50834
296.186,3.93616
297.099,0.586212
297.398,1.30673
297.586,0.820363
297.793,1.012
297.085,1.41739
296.473,0.967994
295.404,4.18608
294.999,0.760574
295.336,3.57881
296.146,2.84217
296.216,2.29558
296.225,2.01091
298.301,1.18002
300.23,1.08E-02
301.814,-0.378155
303.174,-0.74849
304.483,-0.288818
306.149,-0.648096
306.159,-1.01559
307.166,-1.70067
308.036,-1.13601
308.579,-0.544958
309.286,-5.01E-02
309.888,-0.327926
310.488,0.397538
310.173,-0.127852
310.367,0.12929
310.014,0.137979
309.843,-0.112928
309.788,-0.15207
309.96,-0.212784
309.9,0.474843
310.049,0.369319
309.689,0.642267
309.277,0.871342
309.043,0.201319
308.937,0.681581
305.997,0.841404
305.05,1.71534
304.814,0.97086
304.987,0.871118
305.182,1.71004
305.382,1.42308
305.34,1.61805
305.057,1.48331
304.757,1.54895
304.241,1.5077
303.301,1.4626
302.678,1.5518
302.324,1.38603
302.236,1.21926
302.568,1.15054
301.545,2.0731
299.88,1.802
299.104,4.86497
299.208,2.79364
298.904,3.95081
298.867,4.66725
298.809,4.3959
299.608,1.49462
298.712,2.00353
298.585,-0.379042
299.187,-6.3403
298.762,-0.456606
298.852,-3.51744
298.501,-3.99157
298.497,-3.39902
298.683,-6.95458
299.318,-8.22698
299.804,-9.6326
300.461,-13.6559
301.231,-13.9843
301.517,-8.24719
300.543,-7.30393
300.626,-7.771
300.008,-7.83557
299.152,-4.54951
299.392,-8.86751
299.068,-4.02327
298.239,-0.445823
297.98,0.413187
297.836,1.78107
297.554,2.67377
297.469,2.69968
297.395,2.56331
297.206,2.75561
297.064,2.97017
297.049,2.5951
296.974,2.55192
296.933,2.15305
296.867,2.8264
296.835,2.45384
296.802,2.29128
296.719,2.71994
296.543,2.4499
296.432,2.60349
296.315,2.30879
296.26,2.19417
296.061,2.09942
295.94,2.21953
296.04,2.36877
295.999,3.54411
295.909,3.30904
295.89,3.97006
295.954,2.69292
296.107,1.68613
296.397,-0.5948
296.595,-2.40172
296.677,-2.50599
296.747,-2.37639
296.936,-4.12231
297.115,-4.62229
297.221,-6.36401
297.444,-7.98549
297.73,-8.75257
297.58,-7.68802
297.733,-7.3032
297.614,-8.00457
297.732,-7.80702
297.993,-11.1536
298.184,-10.6894
297.759,-9.89574
297.609,-9.30191
297.49,-6.10012
297.392,-3.99546
297.324,-5.47403
297.303,-3.45391
297.068,-1.49997
296.952,-1.40855
296.69,-0.108279
296.726,1.41281
296.761,1.62756
296.714,1.26679
296.707,1.89108
296.624,1.4845
296.664,1.56424
296.63,1.66992
296.579,2.13652
296.615,1.79234
296.644,2.08996
296.683,1.92701
296.646,1.64042
296.266,-2.16128
296.354,1.84629
296.319,2.12535
296.322,2.12319
296.366,2.21899
296.352,2.0008
296.426,1.73967
296.092,2.51351
296.013,3.05027
295.998,3.12453
295.748,2.10325
295.961,0.464843
296.542,-2.55142
297.634,-6.23309
296.991,-7.84608
297.919,-10.2708
297.638,-8.77278
298.439,-11.3843
299.149,-11.3259
299.043,-10.9828
299.086,-9.63466
298.816,-11.3722
298.649,-9.67081
297.602,-9.10159
297.761,-11.2721
297.226,-4.36415
297.439,-5.76919
297.007,-2.92645
296.897,-1.49751
296.644,-2.93828
296.372,-1.21114
295.861,-0.256925
295.509,2.73968
295.5,4.31564
295.432,4.31124
295.276,2.98398
295.244,2.96982
294.99,3.89869
294.597,2.47044
294.421,3.8212
294.085,4.32384
293.881,3.82532
293.9,4.94943
293.558,3.11804
293.332,2.82734
293.168,3.02743
293.104,2.9479
293.055,2.67125
293.141,2.61087
293.077,2.94621
292.814,2.46964
292.707,2.58185
292.765,3.52651
292.961,4.10783
292.778,3.30986
292.598,2.24745
293.184,0.738221
293.795,-1.0072
294.314,-2.83142
295.081,-5.29419
295.544,-6.69075
296.005,-8.72842
296.074,-8.12129
295.933,-6.70781
296.781,-9.83509
297.167,-9.3737
297.064,-9.43516
296.742,-7.59726
297.119,-9.2692
297.285,-9.24693
297.259,-8.43811
296.984,-8.49484
296.92,-7.54272
296.813,-6.96853
296.923,-6.01401
296.2,-3.65561
296.383,-5.46949
295.982,-3.74201
295.329,-1.06526
294.946,-1.22921
294.754,1.07933
294.123,1.84027
293.444,2.25635
292.801,1.51903
292.764,1.28484
293.436,2.08784
294.026,1.72527
293.702,1.36487
293.718,1.8659
293.62,1.88135
293.708,1.94182
293.711,1.34893
293.142,1.97057
293.773,1.38287
291.83,1.62203
291.404,1.57585
291.458,0.705825
292.033,-0.558331
291.1,1.14958
290.93,0.986104
291.198,2.17111
291.038,2.08508
290.932,1.80866
290.827,1.60798
291.104,0.928321
291.861,-6.26E-02
292.595,-1.27288
293.182,-2.04398
293.65,-2.45887
294.071,-5.02251
294.717,-6.40997
295.652,-6.8179
296.443,-7.24118
296.758,-5.6531
296.97,-4.55234
297.13,-4.94683
297.353,-5.16768
297.7,-4.89438
297.849,-5.70784
297.753,-5.26758
295.416,0.951639
296.203,-11.829
296.125,-10.9402
296.224,-10.5587
296.57,-12.5399
296.312,-9.19839
296.361,-8.75966
296.314,-7.58567
296.592,-6.51053
296.076,-6.22274
296.232,-5.1272
295.917,-3.52955
295.544,-2.95725
295.877,-4.0206
295.562,-3.11882
295.002,-1.63886
294.177,0.828035
294.083,1.7751
293.62,1.56957
293.083,1.96055
293.052,1.83037
292.602,1.02522
291.714,1.45816
291.53,0.891858
291.209,1.02048
288.188,1.56789
288.734,0.93729
288.622,0.429916
288.47,-0.619744
287.959,-1.93855
287.617,-0.111515
287.792,-1.73568
287.986,0.375916
290.083,1.59547
288.271,1.94243
289.34,0.104439
288.54,-0.448751
291.025,1.1579
292.202,2.5884
293.169,2.25681
293.305,1.22447
293.396,-0.495912
293.642,-2.28171
294.023,-3.72459
294.328,-4.12785
294.607,-6.05133
294.982,-6.85064
295.46,-5.90021
295.407,-5.19174
295.11,-3.68178
295.354,-2.55811
295.745,-1.67723
295.917,-1.52947
296.147,-2.57863
296.225,-2.21751
296.344,-1.88605
296.602,-2.10397
296.823,-2.44825
296.837,-2.85934
296.882,-4.22525
296.927,-2.75569
296.924,-1.0744
296.806,-0.939917
296.692,-1.38686
296.328,0.733301
295.808,1.79524
294.939,0.678056
294.112,2.64E-02
292.481,0.902685
290.301,1.27263
289.682,0.631969
288.986,0.995899
288.714,0.982253
288.896,1.00234
288.749,2.1407
288.616,0.483065
288.754,2.57866
289.483,2.50176
289.815,0.762044
287.585,1.54564
287.288,3.23262
289.088,2.91802
289.197,2.15425
288.104,-2.43502
289.787,2.64908
292.376,0.372416
293.385,-0.809123
294.236,-1.96619
295.314,-3.92685
295.914,-6.13517
296.518,-4.40452
296.865,-3.77079
297.61,-3.82527
298.601,-3.24016
298.94,-2.77693
299.333,-3.42031
299.736,-2.90297
299.702,-3.09602
299.903,-2.82794
300.253,-3.14788
300.044,-3.48453
300.247,-3.67551
300.444,-3.82173
300.185,-2.48253
299.8,-1.85973
299.885,-2.06767
299.398,-0.442183
299.077,-0.631525
298.575,0.968412
298.317,1.53192
298.15,1.74091
297.943,1.50983
297.887,1.09695
297.39,1.34356
296.74,0.921398
296.718,1.49315
297.261,2.21516
297.426,2.98892
297.263,3.43143
296.984,3.37206
296.757,3.05072
296.719,2.87697
296.544,2.63619
296.436,2.56943
296.218,2.58145
296.124,2.23388
296.197,2.53091
296.423,2.14757
296.335,3.41578
295.885,2.96227
295.514,2.72942
295.608,2.59364
295.561,1.61334
295.619,0.248814
295.858,-0.172059
296.641,-3.33158
297.196,-7.3965
297.769,-8.09797
298.277,-12.4819
297.667,-8.55592
298.08,-11.7608
297.913,-12.1455
297.925,-11.5501
298.238,-11.2803
297.426,-12.17
297.24,-11.1304
297.318,-9.87484
297.39,-9.63208
297.636,-10.5436
297.228,-6.65051
295.111,-0.146511
294.883,0.305544
294.393,2.78503
294.127,3.53343
294.062,3.09054
293.788,3.2949
293.638,3.0922
293.627,2.60193
293.429,2.76443
293.419,2.54291
293.283,2.47081
293.127,2.31375
293.053,2.66083
293.008,2.95654
292.976,2.59349
292.72,2.51404
292.926,2.70681
292.872,2.43907
292.754,2.23037
293.006,2.09354
292.821,2.4287
292.797,2.20202
292.938,3.52316
292.845,3.54362
292.83,3.55646
292.787,3.2199
292.78,2.79554
292.821,2.88616
292.973,0.590941
293.278,-0.449644
293.452,-2.31241
293.78,-4.95185
293.78,-3.60191
293.816,-2.92636
293.643,-2.39833
293.307,-6.80352
294.091,-5.45906
293.991,-5.59043
294.443,-7.27311
294.51,-6.4715
294.374,-5.32419
294.75,-7.89032
295.4,-8.82016
295.072,-8.13426
294.977,-6.15804
294.735,-4.96115
294.722,-4.89799
294.481,-3.01799
294.318,-2.00489
293.889,-0.873405
293.395,1.48794
293.007,2.04183
292.986,2.17507
292.883,2.13937
293.369,2.09356
293.443,2.069
293.389,2.04019
293.362,1.76192
293.454,1.94087
293.417,1.85489
293.423,1.92145
293.347,2.461
293.431,2.06495
293.651,1.91117
293.751,1.72847
293.593,1.49899
293.646,1.47901
293.512,1.62912
293.433,1.88768
293.437,1.33523
293.231,4.38118
292.403,2.6191
292.908,-3.04089
292.513,0.73261
292.648,-0.556097
292.404,1.78054
296.724,-1.56443
294.986,-4.35487
294.776,-3.17353
295.034,-9.53311
294.781,-4.70453
295.04,-8.39162
295.149,-8.45963
295.462,-10.2871
295.12,-8.10969
295.801,-11.4252
296.261,-10.9797
295.511,-8.92366
295.095,-7.15619
295.024,-6.55341
295.159,-6.62381
295.269,-6.28078
295.38,-4.57746
294.95,-1.44789
294.679,-0.796809
294.356,-1.09172
294.188,1.13311
294.002,1.80453
294.043,2.01534
299.096,7.38573
294.401,-4.52645
293.578,-2.74421
294.089,0.187931
293.425,0.556874
293.494,1.12102
294.07,1.9117
293.948,1.56534
294.263,1.93541
294.536,1.91593
293.959,1.07503
294.276,1.48335
294.336,1.18249
294.29,1.13733
294.435,1.52616
294.493,1.16837
294.372,2.68937
294.386,2.90837
294.32,2.70323
294.41,3.31428
294.568,3.32451
294.741,3.76037
294.929,2.7726
294.885,2.97707
294.628,1.99726
294.59,5.17E-02
294.843,0.874392
294.744,-3.32879
296.135,4.24955
295.523,-5.70025
295.947,-6.93691
295.918,-1.63998
296.192,-7.4618
296.191,-6.44772
296.307,-6.02588
296.905,-8.72628
296.766,-7.67645
296.853,-6.80633
296.709,-5.43492
296.624,-2.25679
296.622,-1.99631
296.552,-0.237295
296.37,1.48326
296.345,1.29629
296.263,1.69624
296.315,0.482158
296.398,1.5555
299.586,3.3615
302.583,-8.85E-02
301.428,-5.04639
299.651,5.70321
296.523,2.617
294.14,3.18435
293.68,3.21955
293.635,3.02685
293.515,3.21052
293.382,3.48055
293.406,3.01795
293.766,2.87754
293.653,2.73385
293.772,2.7043
293.737,2.47477
293.91,2.37619
293.908,1.91137
293.634,3.89451
293.76,2.15865
293.905,3.04827
293.564,-0.177261
293.245,2.5976
293.418,1.80651
293.505,1.07595
293.499,-0.445574
293.891,-1.52594
294.149,-2.27797
294.292,-2.40326
294.549,-3.63484
295.156,-5.42534
295.169,-6.7066
294.635,-6.81989
294.522,-5.03873
295.535,-8.98052
295.723,-11.2681
295.742,-10.4
294.801,-7.17186
295.581,-8.26019
295.535,-8.35509
295.12,-5.75998
294.987,-5.1667
294.764,-3.11434
294.635,-2.31404
294.459,-0.987732
294.219,-0.527447
294.076,1.05174
293.946,1.69459
293.853,1.48458
293.815,1.76743
293.438,1.89428
293.327,1.85227
293.4,1.80059
293.268,1.99557
293.142,1.8298
293.183,1.98579
293.186,2.0477
293.21,1.99536
293.116,1.56868
293.083,1.60257
292.951,1.5901
292.925,1.88517
293.036,2.06501
293.038,1.93546
292.943,1.63677
292.969,1.48224
292.999,1.46081
292.969,2.35582
292.938,2.60955
293.071,2.20035
292.808,1.14273
293.484,-0.55764
294.772,-2.31059
295.137,-4.38547
295.462,-5.50811
295.77,-4.1123
296.127,-3.96929
296.622,-3.90711
297.064,-4.60587
297.582,-5.68597
297.979,-5.71944
297.832,-5.97186
298.149,-5.8104
298.432,-8.57768
298.367,-8.15002
298.128,-7.37506
297.922,-7.25549
297.882,-6.46045
297.693,-5.74243
297.478,-3.93766
297.262,-3.81151
296.87,-2.80324
296.603,-2.35762
296.186,-0.410223
295.793,1.32049
295.758,0.83715
295.886,1.42608
295.829,1.43792
295.132,1.27541
294.507,1.32924
293.302,1.2041
292.873,0.710147
292.324,-0.717701
290.383,-1.49454
289.506,13.4152
288.53,3.53221
288.534,-5.25374
287.744,-8.68034
287.648,0.461726
287.237,9.59031
287.195,-5.65106
286.275,-6.65841
285.796,2.21914
286.208,2.37399
287.224,4.57627
286.049,0.209864
288.965,-5.77523
289.464,3.65079
291.429,-0.747143
293.056,-2.30473
294.463,-3.60898
295.079,-3.72834
295.825,-3.58235
296.607,-6.62098
297.723,-6.15397
299.218,-4.49052
300.922,-2.68396
302.52,-2.14036
302.949,-1.71417
303.903,-1.75781
304.323,-1.77505
303.151,-5.41177
302.673,-5.10788
303.169,-2.64973
301.599,-2.39488
300.078,-2.44713
299.291,-0.556305
299.279,-2.09273
299.004,-2.07261
298.747,-1.86448
297.922,0.26083
297.494,1.4257
297.263,1.51036
297.398,1.5822
297.477,1.59772
297.452,1.47703
297.24,1.23856
296.834,1.06121
296.349,1.00534
295.674,-0.1406
296.96,2.42434
296.984,1.84814
296.534,2.40892
296.204,2.0637
295.994,1.43956
296.191,1.82192
296.615,1.93592
296.572,2.18256
296.519,2.13415
296.499,2.16808
296.422,1.98106
296.695,1.93543
295.678,2.01496
295.038,1.93793
294.868,1.56347
294.549,2.91468
294.718,4.69155
296.256,0.330261
296.482,-2.75201
296.986,-3.23416
296.998,-2.16193
297.152,-2.92666
297.55,-6.831
297.898,-9.49856
298.325,-9.95017
297.968,-8.01768
297.815,-6.5296
298.306,-1.56255
298.237,-5.08393
297.756,-2.2026
297.473,1.59851
298.13,3.22441
297.809,-0.237001
296.049,0.200139
295.972,1.31941
295.978,1.55821
295.742,-0.222228
295.346,-13.8029
297.177,-4.31732
295.985,2.30249
295.672,2.07566
294.998,2.39588
295.046,2.16472
295.159,2.05196
295.163,2.07122
295.065,2.20302
294.939,1.99438
294.791,2.22794
294.851,2.16459
294.42,2.12747
294.52,2.12944
294.579,2.81569
294.371,2.57672
294.442,2.22955
294.468,2.27456
294.592,2.17685
294.598,2.56309
294.177,-5.29187
306.796,-3.54473
303.942,4.4766
303.365,0.413231
296.564,-3.55486
297.593,-5.55193
295.833,-5.63834
295.787,-3.50889
296.105,-4.21935
296.301,-8.55203
296.397,-7.71188
296.464,-10.6519
296.453,-10.5598
296.924,-11.3046
297.238,-10.2518
297.079,-7.24427
297.19,-7.24583
296.854,-7.40427
296.795,-6.76802
296.388,-4.74
296.403,-4.44339
296.215,-4.13458
295.596,-2.05927
295.224,-0.264902
294.756,1.56869
294.436,1.78505
294.431,1.84738
294.657,2.3182
294.493,1.79015
293.876,2.00388
293.982,1.7649
294.034,1.86989
293.916,1.52757
293.741,2.8075
293.253,1.72802
292.579,1.34141
294.439,3.03779
294.105,1.63061
293.773,1.88241
292.866,1.5298
292.023,1.05757
292.025,1.58038
292.114,1.42803
291.824,1.33943
291.548,1.97452
291.498,2.96132
291.251,1.73505
291.454,1.99287
291.716,1.95759
292.43,1.13156
293.148,0.733675
293.546,-0.140279
293.942,-0.384577
294.567,-2.31177
294.574,-2.71367
295.298,-5.64635
296.143,-4.80158
296.94,-3.22328
297.022,-2.82599
297.561,-3.23283
297.715,-2.30975
298.073,-2.04985
298.07,-2.75578
297.975,-2.33454
297.726,-2.44968
297.598,-3.45059
297.286,-2.44787
297.257,-2.05337
297.003,-1.51447
296.684,-1.20108
296.001,-1.00975
295.463,0.39128
295.214,1.19932
295.171,1.52753
295.278,1.675
295.259,1.69971
295.101,1.54157
294.684,1.39333
294.457,1.09687
294.216,0.686973
293.515,0.865928
292.041,0.389196
291.87,0.350784
289.652,6.24898
288.809,1.4368
287.738,9.16632
286.897,2.72205
286.809,1.98024
286.748,1.80902
285.675,-0.990188
285.825,1.00947
287.001,-1.0062
287.217,-0.224076
288.166,4.6591
290.895,0.388818
292.632,-1.00964
292.92,-1.11734
293.343,-1.05162
294.323,-2.80411
295.127,-3.59837
294.963,-5.90331
295.342,-8.20921
295.946,-6.23876
296.859,-5.87588
298.157,-5.11963
299.59,-4.45369
299.545,-2.52477
298.83,-2.94099
299.454,-3.51041
300.184,-3.17612
300.028,-6.44161
299.547,-3.77972
299.49,-2.2292
298.98,0.488177
298.688,2.85008
298.073,1.3006
297.869,1.28151
297.784,1.46731
297.723,1.66634
297.607,1.36226
297.251,0.972496
297.23,2.26788
297.33,2.18489
297.104,2.08595
297.081,1.78903
296.658,0.675955
296.171,0.106643
295.695,1.955
295.06,-0.281835
294.897,1.15243
296.714,2.29881
296.432,1.66048
296.191,1.53016
294.88,0.531772
294.327,-1.7512
294.719,1.23577
296.244,2.40913
295.068,0.811591
295.151,2.78791
295.364,2.76333
295.709,2.47102
296.22,1.6003
296.869,-0.146498
297.382,-1.7044
298.309,-2.60011
298.782,-3.29663
298.903,-2.58736
299.758,-2.78511
301.413,-1.57392
302.5,-1.57517
302.697,-1.2454
304.069,0.936852
304.157,0.38533
303.567,-0.908639
303.402,-1.47348
303.486,-1.11886
304.131,-1.01635
304.798,-0.410233
305.304,-2.43E-02
305.13,-0.363096
304.255,0.217818
303.93,0.157857
303.207,-0.824135
302.46,0.211278
301.2,0.704718
300.705,0.563366
300.559,0.318739
300.451,0.854585
301.072,0.945892
301.73,0.708416
302,0.771343
301.526,0.883264
301.407,0.749244
301.247,0.733865
301.051,1.10437
301.141,0.756843
300.885,0.656088
300.656,0.798894
300.11,0.730335
299.567,1.05044
299.697,0.777319
299.212,0.628701
298.607,1.15555
298.305,0.547363
299.166,0.92627
300.482,1.75374
301.012,2.27256
300.896,2.02263
301.653,2.4479
302.051,2.01411
302.491,0.450005
303.238,-2.17316
304.193,-1.42095
304.247,-2.03753
304.172,-3.07578
302.495,-5.1861
300.676,-6.19474
299.945,-6.16122
299.356,-0.233364
299.302,1.79094
299.69,0.728364
302.402,19.4258
302.918,-3.5098
304.87,-2.67892
301.801,-8.84205
297.481,3.00793
294.125,4.67036
293.807,3.89908
293.816,3.84546
293.805,3.74805
293.726,4.17051
293.277,4.22802
293.27,3.3099
293.548,4.06011
293.158,2.98233
293.061,3.46872
292.767,3.60666
292.289,3.66038
292.636,3.37684
292.617,3.59593
292.486,3.22443
292.037,3.13829
291.942,3.28268
292.001,3.30167
291.889,3.57993
292.048,3.33385
291.688,3.35548
291.221,4.00558
291.318,4.13852
291.161,3.69085
291.692,2.3833
292.285,0.97329
292.888,-0.764399
293.095,-1.9217
293.914,-4.1231
294.055,-3.40149
294.448,-4.6661
294.986,-6.8964
295.29,-5.82598
295.136,-5.83882
294.785,-6.1401
294.914,-6.43678
295.867,-8.49764
295.796,-8.32483
295.969,-9.47742
295.859,-8.28105
