DOY,co2_flux,air_temperature,ET,ch4_flux,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
42.083,-2.88609,293.622,0.00471,0.00253,,,,,
42.104,-0.420382,292.683,-0.0029,-0.00845,,,,,
42.125,3.39344,292.835,-0.00421,0.00109,,,,,
42.145,11.6585,292.321,-0.0108,0.000509,,,,,
42.166,-0.417078,291.602,0.000462,0.000767,,,,,
42.187,3.41627,291.527,-0.00293,0.00135,,,,,
42.208,-0.786323,291.996,-0.000277,0.00011,,,,,
42.25,3.33022,292.192,-0.0259,-0.000754,,,,,
42.27,-2.68591,292.467,-0.0305,0.000814,,,,,
42.291,3.08022,294.214,-0.00715,-0.00931,,,,,
42.312,1.83126,294.666,0.000476,0.00118,,,,,
42.333,-0.393141,295.825,0.026,0.00564,,,,,
42.354,-0.373103,297.131,0.0242,0.0114,,,,,
42.374,-2.00519,297.911,0.032,0.00238,,,,,
42.395,-2.94048,299.441,0.0647,-0.0125,,,,,
42.416,-3.4427,302.242,0.122961,0.0402,,,,,
42.437,-2.09824,304.253,0.155007,-0.0035,,,,,
42.479,-1.40691,307.129,0.239322,-0.300624,,,,,
42.499,-1.53537,308.799,0.244869,-0.295401,,,,,
42.52,-1.36901,309.35,0.24526,0.0705,,,,,
42.541,-0.372019,308.768,0.133243,-0.252393,,,,,
42.562,-0.184936,308.344,0.101793,0.226465,,,,,
42.583,0.543015,308.952,0.0946,0.0367,,,,,
42.604,0.330095,309.281,0.101176,-0.0503,,,,,
42.624,1.31224,308.95,0.0922,0.0733,,,,,
42.645,1.30653,308.411,0.0853,0.0322,,,,,
42.666,1.09516,308.071,0.0756,0.0305,,,,,
42.687,0.153511,308.098,0.0958,-0.00664,,,,,
43.895,3.04877,296.609,0.105019,0.0618,,,,,
43.916,3.32173,296.794,0.145209,-0.0315,,,,,
43.937,3.26809,296.734,0.099,-0.114411,,,,,
43.958,2.79265,296.618,0.0807,-0.072,,,,,
43.979,3.14536,296.479,0.0896,-0.0305,,,,,
44.0,2.9598,296.392,0.059,0.0544,,,,,
44.02,2.68718,295.931,0.0435,-0.000154,,,,,
44.041,2.83595,295.545,0.0308,0.0587,,,,,
44.062,2.33854,295.355,0.0289,-0.0278,,,,,
44.083,2.16157,295.269,0.0276,-0.000562,,,,,
44.104,1.83333,295.118,0.0296,-0.00865,,,,,
44.125,1.5755,294.781,0.0129,0.0113,,,,,
44.145,1.27843,294.686,0.00608,-0.0158,,,,,
44.166,1.48297,294.952,0.0347,0.00352,,,,,
44.187,1.73362,294.814,0.0308,0.00506,,,,,
44.208,2.59026,294.806,0.0334,-0.0123,,,,,
44.229,2.45635,295.024,0.0396,-0.00414,,,,,
44.25,4.09449,294.883,0.0428,-0.00172,,,,,
44.27,3.72321,294.876,0.0426,0.00305,,,,,
44.291,3.10799,294.902,0.0284,-0.00439,,,,,
44.312,2.15463,295.007,0.0239,0.00227,,,,,
44.333,1.44176,294.981,0.0284,-0.00156,,,,,
44.354,-0.661789,295.338,0.035,-0.00295,,,,,
44.374,-1.86932,295.663,0.0746,-0.00307,,,,,
44.499,-5.10778,297.207,0.476387,-0.0218,,,,,
44.52,-11.3867,296.436,0.535202,0.016,,,,,
44.541,-13.0016,296.735,0.490691,0.00081,,,,,
44.562,-12.2187,297.234,0.457086,0.0463,,,,,
44.583,-12.9834,297.629,0.525544,-0.0109,,,,,
44.604,-11.4384,297.817,0.459926,-0.125519,,,,,
44.624,-10.6683,298.245,0.542781,-0.0189,,,,,
44.645,-9.51773,298.043,0.479504,0.0525,,,,,
44.666,-8.87633,298.286,0.483392,0.0172,,,,,
44.687,-8.11496,298.163,0.412522,0.017,,,,,
44.708,-6.99337,298.08,0.390829,0.0202,,,,,
44.729,-6.77945,297.994,0.323031,-0.0254,,,,,
44.749,-7.24251,297.746,0.295718,0.00199,,,,,
44.77,-4.28581,297.358,0.185559,0.0263,,,,,
44.791,-2.64067,296.974,0.152787,-0.00888,,,,,
44.812,-1.97101,296.41,0.0996,0.00708,,,,,
44.833,0.0386,295.878,0.0636,0.00617,,,,,
44.854,2.01441,294.937,0.0172,-0.00771,,,,,
44.874,1.96864,294.503,0.00424,-0.00407,,,,,
44.895,2.3731,294.616,0.00978,-0.00913,,,,,
44.916,2.24489,294.993,0.0184,0.00593,,,,,
44.937,2.37426,295.081,0.0189,0.0225,,,,,
44.958,2.69642,295.019,0.0247,-0.0108,,,,,
44.979,2.26826,294.959,0.0209,-0.00888,,,,,
45.0,2.25748,294.974,0.0296,0.00604,,,,,
45.02,1.98793,294.719,0.0135,-0.00553,,,,,
45.041,2.07368,295.029,0.0235,-0.00431,,,,,
45.062,2.23139,294.991,0.0331,-0.00208,,,,,
45.083,2.55019,294.687,0.0197,-0.00223,,,,,
45.104,2.15814,295.173,0.0293,-0.000913,,,,,
45.125,2.0789,295.017,0.0306,-0.00235,,,,,
45.145,2.20352,294.835,0.0263,0.00214,,,,,
45.166,2.9905,294.765,0.0304,-0.00231,,,,,
45.187,2.19614,294.714,0.0205,-0.00946,,,,,
45.208,2.4819,294.681,0.0198,-0.00331,,,,,
45.229,2.59188,294.704,0.0249,-0.00332,,,,,
45.25,3.3761,294.68,0.0311,-0.000994,,,,,
45.27,3.66998,294.623,0.0329,-0.00211,,,,,
45.291,3.5495,294.538,0.0351,-0.00349,,,,,
45.312,2.41133,294.869,0.0202,-0.000763,,,,,
45.333,2.1953,294.91,0.0462,0.000347,,,,,
45.354,0.962595,294.93,0.0599,-0.00438,,,,,
45.374,-2.93528,295.221,0.119777,0.00948,,,,,
45.395,-4.90929,295.61,0.135668,-0.00771,,,,,
45.416,-6.98638,295.799,0.168462,-0.00291,,,,,
45.437,-8.90926,296.236,0.221506,-0.0248,,,,,
45.458,-7.78053,296.396,0.209343,0.0353,,,,,
45.479,-8.81703,296.926,0.307654,0.0554,,,,,
45.499,-8.94639,297.411,0.3442,-0.063,,,,,
45.52,-8.28467,297.305,0.288616,0.0164,,,,,
45.541,-10.2694,297.232,0.310487,0.117522,,,,,
45.562,-9.53104,297.214,0.26353,-0.0171,,,,,
45.583,-11.4916,297.855,0.411645,-0.00451,,,,,
45.604,-8.62279,298.273,0.377591,-0.00803,,,,,
45.624,-9.82925,298.425,0.388967,0.0108,,,,,
45.645,-7.24918,298.075,0.339079,0.0909,,,,,
45.666,-7.87622,298.425,0.375759,0.0889,,,,,
45.687,-7.29363,298.343,0.339758,0.0468,,,,,
45.708,-6.00908,297.585,0.233393,0.0882,,,,,
45.729,-6.65082,297.634,0.224309,-0.0615,,,,,
45.749,-5.65028,297.38,0.208541,-0.021,,,,,
45.77,-4.16343,296.965,0.171448,-0.369838,,,,,
45.791,-1.73361,296.614,0.115092,-0.0103,,,,,
45.812,-0.166101,296.033,0.0621,0.0173,,,,,
45.833,1.20978,295.857,0.0489,0.0328,,,,,
45.854,2.05105,295.393,0.0276,-0.0456,,,,,
45.874,2.51588,295.5,0.0216,-0.0118,,,,,
45.895,3.02344,295.497,0.0353,-0.0207,,,,,
45.916,2.80174,295.31,0.027,0.0693,,,,,
45.937,2.65662,295.289,0.0249,-0.0694,,,,,
45.958,2.50241,295.198,0.0171,-0.0297,,,,,
45.979,2.33788,295.113,0.0129,-0.0126,,,,,
46.0,2.8059,294.989,0.0116,0.0389,,,,,
46.02,2.70225,295.238,0.0215,0.0684,,,,,
46.041,2.3761,295.478,0.0213,-0.00492,,,,,
46.062,2.51846,295.64,0.0209,-0.00638,,,,,
46.083,2.20157,295.652,0.0184,-0.0127,,,,,
46.104,2.00279,294.65,0.000683,-0.00249,,,,,
46.125,2.05929,293.918,-0.0018,0.000148,,,,,
46.145,2.29734,293.5,-0.00381,-0.000773,,,,,
46.166,1.97897,292.915,-0.00783,-0.00299,,,,,
46.187,1.38218,292.846,-0.00364,0.00236,,,,,
46.208,0.983269,293.604,-0.00153,-0.00243,,,,,
46.229,1.38536,292.911,-0.00731,0.0018,,,,,
46.25,3.01287,293.188,-0.00659,0.000972,,,,,
46.27,3.95913,293.355,-0.012,-0.000509,,,,,
46.291,3.35672,293.45,-0.0139,0.00245,,,,,
46.312,1.87956,293.834,-0.00357,0.0071,,,,,
46.333,-0.138114,294.644,0.0308,0.00407,,,,,
46.354,-2.10427,295.567,0.0753,-0.00221,,,,,
46.374,-3.64208,296.243,0.100083,-0.00116,,,,,
46.395,-4.48752,297.174,0.142751,0.01,,,,,
46.437,-6.57171,298.545,0.246357,-0.00277,,,,,
46.458,-6.08023,299.363,0.266462,-0.0027,,,,,
46.479,-5.95092,300.881,0.297923,-0.00872,,,,,
46.499,-6.01572,302.257,0.356884,-0.00313,,,,,
46.52,-4.71716,302.808,0.330306,-0.00888,,,,,
46.541,-4.28442,303.655,0.349807,-0.0193,,,,,
46.562,-3.44765,304.259,0.368466,0.0133,,,,,
46.583,-3.55074,304.96,0.417553,-0.0315,,,,,
46.604,-2.59385,305.24,0.347501,-0.379781,,,,,
46.624,-2.39711,305.668,0.353209,-0.061,,,,,
46.645,-1.80851,305.657,0.297321,-0.0412,,,,,
46.666,-2.5818,305.74,0.311715,-0.0251,,,,,
46.687,-1.66954,305.681,0.246512,-0.012,,,,,
46.708,-2.13195,305.955,0.259086,0.0815,,,,,
46.729,-2.33498,306.071,0.236214,-0.064,,,,,
46.749,-1.55651,305.412,0.18187,-0.162649,,,,,
46.77,-1.53382,304.664,0.176057,0.209934,,,,,
46.791,0.287067,303.548,0.111119,0.0431,,,,,
46.812,0.623741,302.406,0.0687,0.0427,,,,,
46.833,1.78498,301.769,0.0573,-0.044,,,,,
46.854,2.81235,300.818,0.0279,0.0198,,,,,
46.874,3.46862,300.099,0.0305,0.198011,,,,,
46.895,3.55229,299.433,0.0267,-0.376825,,,,,
46.916,2.68474,298.884,0.0185,0.0135,,,,,
46.937,3.28998,298.397,0.0215,-0.0271,,,,,
46.958,2.93348,298.006,0.0158,0.0646,,,,,
46.979,3.51304,297.681,0.016,0.0834,,,,,
47.0,2.88677,297.375,0.00983,-0.0221,,,,,
47.02,3.04745,297.09,0.00796,-0.0514,,,,,
47.041,2.39494,297.01,0.00789,-0.0468,,,,,
47.062,2.45464,296.868,0.00109,-0.0034,,,,,
47.083,2.79995,296.721,0.00579,0.00678,,,,,
47.104,2.02326,296.681,0.00476,0.00523,,,,,
47.125,2.35415,296.414,0.00263,0.00451,,,,,
47.145,2.34404,296.049,0.00196,0.0026,,,,,
47.166,1.05569,295.743,-6e-05,-0.00337,,,,,
47.187,-2.59267,294.3,0.000652,0.000333,,,,,
47.208,3.50095,292.655,-0.00683,0.00387,,,,,
47.229,4.49621,292.47,-0.0022,0.011,,,,,
47.25,10.4884,291.829,-0.0108,0.0118,,,,,
47.27,3.21244,291.76,-0.000319,-0.000933,,,,,
47.291,1.57862,291.127,-0.00174,-0.00871,,,,,
47.312,0.979146,291.098,-0.00133,-0.00181,,,,,
47.333,1.00422,294.212,0.00504,-0.00119,,,,,
47.354,-1.62537,295.966,0.0429,-0.0148,,,,,
47.374,-2.67455,297.272,0.0612,-0.00993,,,,,
47.395,-3.50015,298.278,0.0913,0.0194,,,,,
47.416,-4.74357,299.479,0.128445,-0.0288,,,,,
47.437,-3.55166,300.52,0.120826,0.0039,,,,,
47.458,-3.29099,301.497,0.147478,-0.00467,,,,,
47.479,-2.60429,303.055,0.214462,0.0568,,,,,
47.499,-1.14673,304.569,0.245992,-0.0404,,,,,
47.52,-1.18826,305.279,0.26061,-0.119101,,,,,
47.541,-0.0129,305.415,0.189882,-0.0424,,,,,
47.562,0.155761,306.322,0.277388,0.0361,,,,,
47.604,-0.0623,306.766,0.269396,-0.0208,,,,,
47.624,-2.11917,306.705,0.360773,-0.0816,,,,,
47.645,-1.8568,307.145,0.424711,-0.0109,,,,,
47.666,-1.83577,307.038,0.307213,0.061,,,,,
47.687,0.147726,307.736,0.32597,0.467098,,,,,
47.708,0.292686,307.172,0.23504,0.115778,,,,,
47.729,-0.985465,306.182,0.192811,-0.059,,,,,
47.749,-0.841259,305.945,0.173491,-0.0892,,,,,
47.77,-0.867496,305.006,0.149009,-0.038,,,,,
47.791,0.748828,304.515,0.0869,-0.0405,,,,,
47.812,-0.179255,304.396,0.0687,-0.101557,,,,,
47.833,1.19244,303.705,0.0365,0.222905,,,,,
47.854,2.46173,302.267,0.011,0.0139,,,,,
47.874,3.2651,300.821,0.0124,0.0489,,,,,
47.895,2.67803,299.963,0.00948,-0.159229,,,,,
47.916,3.59835,299.488,0.0141,-0.0366,,,,,
47.937,3.22913,299.042,0.0135,-0.0106,,,,,
47.958,2.18769,298.428,0.00241,0.0688,,,,,
47.979,3.88425,298.101,0.0108,-0.056,,,,,
48.0,2.39488,297.814,0.00474,-0.0297,,,,,
48.02,2.59405,297.345,-0.00124,-0.00575,,,,,
48.041,-0.386243,296.495,0.000662,-0.0243,,,,,
48.062,-1.46834,295.297,0.00133,-0.0436,,,,,
48.083,0.89506,295.337,-0.00161,-0.00169,,,,,
48.104,2.15377,295.253,-0.00675,-0.000244,,,,,
48.125,1.94258,295.271,-0.00446,-0.0212,,,,,
48.145,6.82772,292.911,-0.00633,-0.00345,,,,,
48.187,5.5737,292.379,-0.0413,0.000717,,,,,
48.208,-2.52567,291.273,-0.0407,0.00352,,,,,
48.229,7.04351,290.713,0.00383,-0.00162,,,,,
48.25,0.327637,289.425,-0.00532,0.00121,,,,,
48.312,1.82296,290.469,-0.00509,-0.00104,,,,,
48.333,4.76256,293.34,0.00203,-0.000906,,,,,
48.354,1.46788,296.18,0.0346,0.00269,,,,,
48.374,-2.52562,297.272,0.0743,0.0206,,,,,
48.395,-3.688,298.221,0.0987,-0.0581,,,,,
48.416,-4.67873,299.499,0.157693,-0.000234,,,,,
48.437,-4.02929,300.69,0.176986,-0.00237,,,,,
48.458,-8.17289,300.915,0.267721,-0.0279,,,,,
48.479,-8.2648,301.121,0.275782,0.000437,,,,,
48.499,-7.41377,302.097,0.339034,0.0252,,,,,
48.52,-5.97448,302.688,0.332035,-0.169797,,,,,
48.541,-6.24087,303.664,0.395195,0.303564,,,,,
48.562,-1.68138,305.478,0.370748,0.0138,,,,,
48.583,-1.2208,306.232,0.318718,0.172388,,,,,
48.604,-1.02022,306.746,0.296276,-0.0571,,,,,
48.624,-0.957082,306.953,0.347592,0.170666,,,,,
48.645,-0.746589,306.906,0.292404,0.147882,,,,,
48.666,-2.01367,306.31,0.316019,-0.165376,,,,,
48.687,-1.98179,306.321,0.260824,0.0349,,,,,
48.708,-1.21229,305.889,0.186656,0.025,,,,,
48.729,-1.02202,305.778,0.174865,0.0145,,,,,
48.749,-0.871552,305.744,0.13864,-0.0153,,,,,
48.77,-0.222884,305.299,0.12388,-0.0895,,,,,
48.791,-0.00254,306.404,0.12363,-0.00962,,,,,
48.812,-0.374009,305.577,0.0728,0.03,,,,,
48.833,1.15957,304.194,0.0405,-0.0345,,,,,
48.854,2.78395,303.059,0.0169,0.00671,,,,,
48.874,2.63223,302.256,0.0115,-0.104048,,,,,
48.895,2.44651,301.434,0.0203,-0.0999,,,,,
48.916,2.96511,300.638,0.0148,-0.0305,,,,,
48.937,3.71882,300.164,0.00973,-0.0532,,,,,
48.958,2.96106,299.296,-0.000468,0.0895,,,,,
48.979,2.09004,298.757,-0.000969,-0.0398,,,,,
49.0,2.09224,297.986,-0.00816,0.0779,,,,,
49.02,1.53232,297.13,-0.00641,0.00792,,,,,
49.041,1.9311,296.432,-0.00766,0.0151,,,,,
49.062,0.126661,295.28,-0.0054,-0.000818,,,,,
49.083,-1.54674,293.068,-0.000501,0.00538,,,,,
49.104,3.02417,291.587,-0.00442,-0.0139,,,,,
49.125,1.47125,291.038,-0.00645,0.00214,,,,,
49.145,-1.42417,290.551,-0.000401,0.00322,,,,,
49.166,2.03419,290.068,-0.00392,-0.00688,,,,,
49.187,1.89789,289.942,-0.00308,-0.0247,,,,,
49.208,1.48876,289.964,-0.00354,-0.00967,,,,,
49.25,4.03325,294.043,-0.00932,-0.000125,,,,,
49.27,3.45868,294.222,-0.00612,0.0036,,,,,
49.291,3.05563,294.226,-0.00504,-0.00363,,,,,
49.312,3.154,293.697,-0.00434,-0.000781,,,,,
49.333,0.824473,294.887,0.00717,-0.0132,,,,,
49.354,-0.379608,296.604,0.0398,-0.00292,,,,,
49.374,-0.85517,297.989,0.0531,0.0156,,,,,
49.395,-2.32485,299.597,0.0931,-0.0534,,,,,
49.416,-1.49949,300.988,0.0988,-0.0114,,,,,
49.437,-3.15666,302.17,0.175099,0.053,,,,,
49.458,-2.19511,303.506,0.153159,-0.0334,,,,,
49.479,-1.24712,304.634,0.202919,-0.225124,,,,,
49.499,-0.717914,305.53,0.207069,-0.0571,,,,,
49.52,0.063,306.603,0.252509,0.474131,,,,,
49.541,-0.466139,307.04,0.246758,0.0332,,,,,
49.562,-0.0137,307.749,0.254865,0.105144,,,,,
49.583,0.247825,307.738,0.290297,0.480031,,,,,
49.604,-1.83813,307.851,0.414078,-0.0567,,,,,
49.624,-1.99866,307.354,0.372753,-0.0364,,,,,
49.645,-2.95425,306.231,0.366633,-0.0221,,,,,
49.666,-2.30358,305.719,0.270308,0.0153,,,,,
49.687,-2.08646,305.601,0.260391,-0.0238,,,,,
49.708,-1.81633,306.269,0.224153,0.0775,,,,,
49.729,-1.03941,306.905,0.19446,0.0149,,,,,
49.749,-0.459442,307.827,0.184063,-0.013,,,,,
49.77,-0.155464,306.743,0.140767,-0.0493,,,,,
49.791,-0.0159,305.445,0.150211,0.0258,,,,,
49.812,-0.223643,304.846,0.0977,-0.0244,,,,,
49.833,0.994082,303.754,0.0472,0.0706,,,,,
49.854,2.17207,302.489,0.0193,0.00506,,,,,
49.874,3.03227,301.485,0.008,0.069,,,,,
49.895,2.19883,300.756,6.8e-05,-0.248719,,,,,
49.916,0.484362,300.081,-0.000682,0.151376,,,,,
49.937,-2.64084,298.868,0.000817,0.120658,,,,,
49.958,1.50232,297.644,-0.00648,-0.191118,,,,,
49.979,-2.66698,296.905,-0.00499,-0.0475,,,,,
50.0,0.739643,296.353,0.00109,-0.00169,,,,,
50.02,5.49198,296.954,0.000922,0.00136,,,,,
50.041,3.50834,296.18,-0.00414,-0.0269,,,,,
50.062,3.93616,296.186,-0.00414,-0.00067,,,,,
50.083,0.586212,297.099,-0.00636,0.00661,,,,,
50.104,1.30673,297.398,-0.00732,-0.00345,,,,,
50.125,0.820363,297.586,-0.00257,-0.00571,,,,,
50.145,1.012,297.793,-0.00147,0.00416,,,,,
50.166,1.41739,297.085,-0.00607,0.00241,,,,,
50.187,0.967994,296.473,-0.0033,-0.00137,,,,,
50.208,4.18608,295.404,-0.00852,0.00555,,,,,
50.229,0.760574,294.999,-0.00305,-0.00224,,,,,
50.25,3.57881,295.336,-0.00994,0.00437,,,,,
50.27,2.84217,296.146,-0.00417,-0.00146,,,,,
50.291,2.29558,296.216,-0.00214,0.00354,,,,,
50.312,2.01091,296.225,0.000503,0.00103,,,,,
50.333,1.18002,298.301,0.015,-0.00209,,,,,
50.354,0.0108,300.23,0.0446,0.00512,,,,,
50.374,-0.378155,301.814,0.0723,-0.00446,,,,,
50.395,-0.74849,303.174,0.106043,0.00425,,,,,
50.416,-0.288818,304.483,0.114983,0.00873,,,,,
50.437,-0.648096,306.149,0.131423,-0.0144,,,,,
50.479,-1.70067,307.166,0.221438,0.00452,,,,,
50.499,-1.13601,308.036,0.22871,0.01,,,,,
50.52,-0.544958,308.579,0.183417,0.00323,,,,,
50.541,-0.0501,309.286,0.189009,-0.000351,,,,,
50.562,-0.327926,309.888,0.228327,-0.0185,,,,,
50.583,0.397538,310.488,0.193622,0.0256,,,,,
50.604,-0.127852,310.173,0.280628,-0.00912,,,,,
50.624,0.12929,310.367,0.268803,0.0103,,,,,
50.645,0.137979,310.014,0.335534,0.000774,,,,,
50.666,-0.112928,309.843,0.294015,-0.00288,,,,,
50.687,-0.15207,309.788,0.225034,-0.00591,,,,,
50.708,-0.212784,309.96,0.216048,0.0789,,,,,
50.729,0.474843,309.9,0.14726,0.0962,,,,,
50.749,0.369319,310.049,0.156146,0.0111,,,,,
50.77,0.642267,309.689,0.0837,0.146415,,,,,
50.791,0.871342,309.277,0.0991,-0.00975,,,,,
50.812,0.201319,309.043,0.0488,-0.0401,,,,,
50.833,0.681581,308.937,0.0163,-0.0236,,,,,
50.854,0.841404,305.997,0.00507,0.0169,,,,,
50.874,1.71534,305.05,0.0108,-0.00299,,,,,
50.895,0.97086,304.814,0.0102,-0.0218,,,,,
50.916,0.871118,304.987,0.0149,0.0164,,,,,
50.937,1.71004,305.182,0.0252,0.0148,,,,,
50.958,1.42308,305.382,0.0238,0.0265,,,,,
50.979,1.61805,305.34,0.0241,-0.0251,,,,,
51.0,1.48331,305.057,0.0218,0.0181,,,,,
51.02,1.54895,304.757,0.0211,-0.0205,,,,,
51.041,1.5077,304.241,0.0212,0.0678,,,,,
51.062,1.4626,303.301,0.017,0.0136,,,,,
51.083,1.5518,302.678,0.0167,0.15219,,,,,
51.104,1.38603,302.324,0.0147,-0.0188,,,,,
51.125,1.21926,302.236,0.0141,-0.043,,,,,
51.145,1.15054,302.568,0.0147,0.0192,,,,,
51.166,2.0731,301.545,0.00402,-0.00741,,,,,
51.187,1.802,299.88,-0.00602,0.0477,,,,,
51.208,4.86497,299.104,-0.0122,-0.00565,,,,,
51.229,2.79364,299.208,-0.0157,0.0117,,,,,
51.25,3.95081,298.904,-0.0106,0.0366,,,,,
51.27,4.66725,298.867,0.0157,0.0772,,,,,
51.291,4.3959,298.809,0.0142,0.0332,,,,,
51.312,1.49462,299.608,0.0422,0.00989,,,,,
51.333,2.00353,298.712,0.0143,-0.124365,,,,,
51.354,-0.379042,298.585,0.0414,-0.0494,,,,,
51.374,-6.3403,299.187,0.122027,0.0479,,,,,
51.395,-0.456606,298.762,0.0371,0.0864,,,,,
51.416,-3.51744,298.852,0.0588,0.00863,,,,,
51.437,-3.99157,298.501,0.0673,0.0215,,,,,
51.458,-3.39902,298.497,0.0766,-0.00678,,,,,
51.479,-6.95458,298.683,0.0948,-0.0218,,,,,
51.499,-8.22698,299.318,0.118702,0.015,,,,,
51.52,-9.6326,299.804,0.164021,0.0118,,,,,
51.541,-13.6559,300.461,0.243223,0.0087,,,,,
51.562,-14.4726,300.604,0.267015,0.0173,,,,,
51.604,-14.8403,301.135,0.387698,-0.0375,,,,,
51.624,-13.9843,301.231,0.37575,-0.0151,,,,,
51.645,-8.24719,301.517,0.253278,0.131493,,,,,
51.666,-7.30393,300.543,0.19176,0.0667,,,,,
51.687,-7.771,300.626,0.176172,0.0049,,,,,
51.708,-7.83557,300.008,0.16695,-0.00713,,,,,
51.729,-4.54951,299.152,0.0795,-0.158782,,,,,
51.749,-8.86751,299.392,0.146475,0.0157,,,,,
51.77,-4.02327,299.068,0.0755,-0.0148,,,,,
51.791,-0.445823,298.239,0.0378,0.0198,,,,,
51.812,0.413187,297.98,0.0167,0.0212,,,,,
51.833,1.78107,297.836,0.00923,0.0166,,,,,
51.854,2.67377,297.554,0.0017,-0.0264,,,,,
51.874,2.69968,297.469,0.00212,-0.0137,,,,,
51.895,2.56331,297.395,0.00443,-0.0105,,,,,
51.916,2.75561,297.206,0.00766,0.00967,,,,,
51.937,2.97017,297.064,0.0059,-0.000379,,,,,
51.958,2.5951,297.049,0.00513,-0.0175,,,,,
51.979,2.55192,296.974,0.00566,-0.0215,,,,,
52.0,2.15305,296.933,0.00323,0.0554,,,,,
52.02,2.8264,296.867,0.00632,-0.00898,,,,,
52.041,2.45384,296.835,0.00676,-0.0257,,,,,
52.062,2.29128,296.802,0.00417,0.00644,,,,,
52.083,2.71994,296.719,0.00631,0.0099,,,,,
52.104,2.4499,296.543,0.00521,0.005,,,,,
52.125,2.60349,296.432,0.00531,-0.0176,,,,,
52.145,2.30879,296.315,0.00351,-0.0095,,,,,
52.166,2.19417,296.26,0.00269,0.000812,,,,,
52.187,2.09942,296.061,0.00231,0.0171,,,,,
52.208,2.21953,295.94,0.00245,-0.00855,,,,,
52.229,2.36877,296.04,0.00336,0.00898,,,,,
52.25,3.54411,295.999,0.00718,0.0064,,,,,
52.27,3.30904,295.909,0.0099,0.00769,,,,,
52.291,3.97006,295.89,0.0107,0.0113,,,,,
52.312,2.69292,295.954,0.0103,0.00662,,,,,
52.333,1.68613,296.107,0.0186,-0.005,,,,,
52.354,-0.5948,296.397,0.0347,-0.0144,,,,,
52.374,-2.40172,296.595,0.053,0.0111,,,,,
52.395,-2.50599,296.677,0.0547,-0.00628,,,,,
52.416,-2.37639,296.747,0.0595,0.00983,,,,,
52.437,-4.12231,296.936,0.0683,-0.00953,,,,,
52.458,-4.62229,297.115,0.0817,0.0227,,,,,
52.479,-6.36401,297.221,0.10187,0.00867,,,,,
52.499,-7.98549,297.444,0.130007,0.00784,,,,,
52.52,-8.75257,297.73,0.14469,-0.0205,,,,,
52.541,-7.68802,297.58,0.135037,0.00513,,,,,
52.562,-7.3032,297.733,0.128019,0.0094,,,,,
52.583,-8.00457,297.614,0.14517,0.0278,,,,,
52.604,-7.80702,297.732,0.138798,0.0217,,,,,
52.624,-11.1536,297.993,0.187777,0.0311,,,,,
52.645,-10.6894,298.184,0.198361,-0.079,,,,,
52.666,-9.89574,297.759,0.17174,0.0122,,,,,
52.687,-9.30191,297.609,0.167411,-0.00857,,,,,
52.708,-6.10012,297.49,0.110107,0.00469,,,,,
52.729,-3.99546,297.392,0.126811,0.000123,,,,,
52.749,-5.47403,297.324,0.14404,-0.0207,,,,,
52.77,-3.45391,297.303,0.123687,-0.0123,,,,,
52.791,-1.49997,297.068,0.113728,0.023,,,,,
52.812,-1.40855,296.952,0.0865,-0.0285,,,,,
52.833,-0.108279,296.69,0.0606,0.0109,,,,,
52.854,1.41281,296.726,0.0523,-0.00975,,,,,
52.874,1.62756,296.761,0.0587,0.0464,,,,,
52.895,1.26679,296.714,0.0744,0.200543,,,,,
52.916,1.89108,296.707,0.0488,0.023,,,,,
52.937,1.4845,296.624,0.0491,0.0729,,,,,
52.958,1.56424,296.664,0.0497,-0.0616,,,,,
52.979,1.66992,296.63,0.0396,0.0412,,,,,
53.0,2.13652,296.579,0.05,0.0379,,,,,
53.02,1.79234,296.615,0.0241,0.0309,,,,,
53.041,2.08996,296.644,0.0114,0.043,,,,,
53.062,1.92701,296.683,0.017,-0.0916,,,,,
53.083,1.64042,296.646,0.029,0.00528,,,,,
53.104,-2.16128,296.266,0.0615,-0.00804,,,,,
53.125,1.84629,296.354,0.0229,-0.00203,,,,,
53.145,2.12535,296.319,0.0181,-0.0133,,,,,
53.166,2.12319,296.322,0.0201,0.0228,,,,,
53.187,2.21899,296.366,0.0204,-0.00538,,,,,
53.208,2.0008,296.352,0.0177,0.00336,,,,,
53.229,1.73967,296.426,0.0355,0.0139,,,,,
53.25,2.51351,296.092,0.0275,-0.00925,,,,,
53.27,3.05027,296.013,0.0286,-0.00442,,,,,
53.291,3.12453,295.998,0.0204,-0.000766,,,,,
53.312,2.10325,295.748,0.0164,-0.104113,,,,,
53.333,0.464843,295.961,0.0266,-0.0146,,,,,
53.354,-2.55142,296.542,0.0606,0.0101,,,,,
53.416,-6.23309,297.634,0.1449,0.00178,,,,,
53.437,-7.84608,296.991,0.241522,0.00458,,,,,
53.458,-10.2708,297.919,0.399443,-0.0316,,,,,
53.479,-8.77278,297.638,0.261901,-0.00129,,,,,
53.499,-11.3843,298.439,0.38381,0.00617,,,,,
53.52,-11.3259,299.149,0.500443,0.0194,,,,,
53.541,-10.9828,299.043,0.477853,-0.00635,,,,,
53.562,-9.63466,299.086,0.440657,-0.0106,,,,,
53.583,-11.3722,298.816,0.41324,-0.00566,,,,,
53.604,-9.67081,298.649,0.396752,-0.00154,,,,,
